,accuracy,accuracy,f1,f1,roc_auc,roc_auc,average_precision,average_precision,train_time,train_time,infer_time,infer_time
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,,,,,
HistGradientBoosting,0.9776960000000001,0.0011626177359734227,0.7156283529241358,0.018735601042830674,0.9011265531599992,0.0023887563400225584,0.7718677553097473,0.009628055614831993,1.509716272354126,0.3221851054533483,0.1911449909210205,0.05268376912778058
LogisticRegression,0.962944,0.0005008792269599226,0.4138144176837827,0.014164654701361001,0.8352245762267039,0.014315142174966006,0.5181133495448257,0.009273199992821982,0.12713022232055665,0.01167274171828302,0.05023455619812012,0.0207030151471083
