model,train_time_sec,infer_time_sec,infer_time_per_sample_ms
DummyClassifier,0.0034799575805664062,0.0009822845458984375,0.00015716552734375
LogisticRegression,0.12784314155578613,0.00603485107421875,0.000965576171875
DecisionTree,3.9287078380584717,0.003147125244140625,0.0005035400390625
RandomForest,47.544954776763916,0.16196250915527344,0.02591400146484375
HistGradientBoosting,1.3237457275390625,0.07211756706237793,0.011538810729980468
